name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
Romantic Comedy,PG,Comedy,1983,"October 7, 1983 (United States)",5.2,786.0,Arthur Hiller,Bernard Slade,Dudley Moore,United States,,6857733.0,Metrocolor,103.0
Richard Pryor... Here and Now,R,Comedy,1983,"October 28, 1983 (United States)",7.3,2200.0,Richard Pryor,Paul Mooney,Richard Pryor,United States,,16156776.0,Columbia Pictures,83.0
Blue Skies Again,PG,Comedy,1983,"April 29, 1983 (United States)",5.4,169.0,Richard Michaels,Kevin Sellers,Harry Hamlin,United States,,,Lantana,96.0
A Polish Vampire in Burbank,Not Rated,Comedy,1983,"October 31, 1983 (United States)",5.0,275.0,Mark Pirro,Mark Pirro,Mark Pirro,United States,3000.0,,Pirromount Pictures,80.0
Police Academy,R,Comedy,1984,"March 23, 1984 (United States)",6.7,118000.0,Hugh Wilson,Neal Israel,Steve Guttenberg,United States,4500000.0,81198894.0,The Ladd Company,96.0
Revenge of the Nerds,R,Comedy,1984,"August 10, 1984 (United States)",6.6,50000.0,Jeff Kanew,Tim Metcalfe,Robert Carradine,United States,8000000.0,40874452.0,Twentieth Century Fox,90.0
Gremlins,PG,Comedy,1984,"June 8, 1984 (United States)",7.3,204000.0,Joe Dante,Chris Columbus,Zach Galligan,United States,11000000.0,153633143.0,Warner Bros.,106.0
Sixteen Candles,PG,Comedy,1984,"May 4, 1984 (United States)",7.0,108000.0,John Hughes,John Hughes,Molly Ringwald,United States,6500000.0,23686027.0,Universal Pictures,93.0
This Is Spinal Tap,R,Comedy,1984,"March 2, 1984 (United States)",7.9,132000.0,Rob Reiner,Christopher Guest,Rob Reiner,United States,2500000.0,4736202.0,Spinal Tap Prod.,82.0
Top Secret!,PG,Comedy,1984,"June 8, 1984 (United States)",7.2,62000.0,Jim Abrahams,Jim Abrahams,Val Kilmer,United Kingdom,9000000.0,20458340.0,Kingsmere Properties,90.0
Splash,PG,Comedy,1984,"March 9, 1984 (United States)",6.3,71000.0,Ron Howard,Brian Grazer,Tom Hanks,United States,8000000.0,69821334.0,Touchstone Pictures,111.0
Bachelor Party,R,Comedy,1984,"June 29, 1984 (United States)",6.3,36000.0,Neal Israel,Bob Israel,Tom Hanks,United States,5000000.0,38435947.0,Bachelor Party Productions,105.0
Hardbodies,R,Comedy,1984,"May 4, 1984 (United States)",4.9,3200.0,Mark Griffiths,Steve Greene,Grant Cramer,United States,,7121719.0,Chroma III Productions,88.0
The Woman in Red,PG-13,Comedy,1984,"August 15, 1984 (United States)",6.0,15000.0,Gene Wilder,Jean-Loup Dabadie,Gene Wilder,United States,9000000.0,25348610.0,Orion Pictures,87.0
Night of the Comet,PG-13,Comedy,1984,"November 16, 1984 (United States)",6.4,19000.0,Thom Eberhardt,Thom Eberhardt,Catherine Mary Stewart,United States,700000.0,14418922.0,Atlantic Entertainment Group,95.0
Blame It on Rio,R,Comedy,1984,"February 17, 1984 (United States)",5.8,10000.0,Stanley Donen,Charlie Peters,Michael Caine,United States,,18644570.0,Sherwood Productions,100.0
Bolero,R,Comedy,1984,"August 31, 1984 (United States)",3.0,5100.0,John Derek,John Derek,Bo Derek,United States,7000000.0,8914881.0,City Films,105.0
Stranger Than Paradise,R,Comedy,1984,"October 4, 1984 (United Kingdom)",7.5,36000.0,Jim Jarmusch,Jim Jarmusch,John Lurie,United States,90000.0,2436000.0,Cinesthesia Productions,89.0
The Hotel New Hampshire,R,Comedy,1984,"March 9, 1984 (United States)",6.0,8000.0,Tony Richardson,John Irving,Rob Lowe,United Kingdom,7500000.0,5142858.0,Filmline Productions,109.0
The Wild Life,R,Comedy,1984,"September 28, 1984 (United States)",6.1,2500.0,Art Linson,Cameron Crowe,Chris Penn,United States,,11020375.0,Universal Pictures,96.0
Breakin',PG,Comedy,1984,"May 4, 1984 (United States)",5.8,6000.0,Joel Silberg,Charles Parker,Lucinda Dickey,United States,,38682707.0,Golan-Globus Productions,90.0
Ghoulies,PG-13,Comedy,1984,"January 18, 1985 (United States)",4.2,8400.0,Luca Bercovici,Luca Bercovici,Peter Liapis,United States,5500000.0,,Empire Pictures,81.0
Electric Dreams,PG,Comedy,1984,"July 20, 1984 (United States)",6.5,7100.0,Steve Barron,Rusty Lemorande,Lenny von Dohlen,United States,,2193612.0,Virgin,95.0
Racing with the Moon,PG,Comedy,1984,"March 23, 1984 (United States)",6.7,4200.0,Richard Benjamin,Steve Kloves,Sean Penn,United States,6500000.0,6045647.0,Jaffe-Lansing,108.0
All of Me,PG,Comedy,1984,"September 21, 1984 (United States)",6.7,17000.0,Carl Reiner,Edwin Davis,Steve Martin,United States,,36403064.0,Kings Road Entertainment,93.0
Where the Boys Are,R,Comedy,1984,"April 6, 1984 (United States)",4.1,983.0,Hy Averback,Stu Krieger,Lisa Hartman,United Kingdom,,10530000.0,Incorporated Television Company (ITC),94.0
Reckless,R,Comedy,1984,"February 3, 1984 (United States)",6.3,1900.0,James Foley,Chris Columbus,Aidan Quinn,United States,,8289916.0,Edgar J. Scherick Associates,90.0
Rhinestone,PG,Comedy,1984,"June 22, 1984 (United States)",3.9,7000.0,Bob Clark,Phil Alden Robinson,Sylvester Stallone,United States,28000000.0,21435321.0,Twentieth Century Fox,111.0
The Flamingo Kid,PG-13,Comedy,1984,"December 21, 1984 (United States)",6.2,5000.0,Garry Marshall,Neal Marshall,Matt Dillon,United States,,23859382.0,ABC Motion Pictures,100.0
Up the Creek,R,Comedy,1984,"April 6, 1984 (United States)",5.6,3300.0,Robert Butler,Jim Kouf,Tim Matheson,United States,,11708269.0,Orion Pictures,96.0
Joy of Sex,R,Comedy,1984,"August 3, 1984 (United States)",3.7,705.0,Martha Coolidge,Kathleen Rowell,Cameron Dye,United States,,4463841.0,Paramount Pictures,93.0
Breakin' 2: Electric Boogaloo,PG,Comedy,1984,"December 21, 1984 (United States)",5.1,3900.0,Sam Firstenberg,Charles Parker,Lucinda Dickey,United States,,15101131.0,TriStar Pictures,94.0
Moscow on the Hudson,R,Comedy,1984,"April 6, 1984 (United States)",6.5,11000.0,Paul Mazursky,Paul Mazursky,Robin Williams,United States,13000000.0,25068724.0,Bavaria Film,115.0
Teachers,R,Comedy,1984,"October 5, 1984 (United States)",6.1,4000.0,Arthur Hiller,W.R. McKinney,Nick Nolte,United States,9000000.0,27774237.0,United Artists,107.0
Comfort and Joy,PG,Comedy,1984,"October 10, 1984 (United States)",6.7,1900.0,Bill Forsyth,Bill Forsyth,Bill Paterson,United Kingdom,,1057368.0,Lake (Comfort and Joy),106.0
Meatballs Part II,PG,Comedy,1984,"July 27, 1984 (United States)",3.7,2300.0,Ken Wiederhorn,Martin Kitrosser,Richard Mulligan,United States,,5410972.0,TriStar Pictures,87.0
Irreconcilable Differences,PG,Comedy,1984,"September 28, 1984 (United States)",5.8,2900.0,Charles Shyer,Nancy Meyers,Ryan O'Neal,United States,6000000.0,12414210.0,Hemdale,113.0
Lust in the Dust,R,Comedy,1984,"March 1, 1985 (United States)",6.4,3000.0,Paul Bartel,Philip John Taylor,Tab Hunter,United States,3000000.0,727639.0,Fox Run Productions Inc.,84.0
Hot Moves,R,Comedy,1984,"October 4, 1984 (United States)",4.8,619.0,Jim Sotos,Larry Anderson,Michael Zorek,United States,,2732684.0,Spectrum Cinema Productions,85.0
Oxford Blues,PG-13,Comedy,1984,"August 24, 1984 (United States)",5.3,3000.0,Robert Boris,Robert Boris,Rob Lowe,United Kingdom,,8793152.0,Baltic Industrial Finance,97.0
The Brother from Another Planet,R,Comedy,1984,"September 14, 1984 (United States)",6.8,5700.0,John Sayles,John Sayles,Joe Morton,United States,350000.0,3677209.0,Anarchist's Convention Films,108.0
No Small Affair,R,Comedy,1984,"November 9, 1984 (United States)",5.5,2000.0,Jerry Schatzberg,Craig Bolotin,Jon Cryer,United States,,4994094.0,Delphi II Productions,102.0
Broadway Danny Rose,PG,Comedy,1984,"January 27, 1984 (United States)",7.4,24000.0,Woody Allen,Woody Allen,Woody Allen,United States,8000000.0,10600497.0,Orion Pictures,84.0
Best Defense,R,Comedy,1984,"July 20, 1984 (United States)",3.8,5600.0,Willard Huyck,Robert Grossbach,Dudley Moore,United States,18000000.0,19265302.0,Cinema Group Ventures,94.0
Micki + Maude,PG-13,Comedy,1984,"December 21, 1984 (United States)",6.0,2800.0,Blake Edwards,Jonathan Reynolds,Dudley Moore,United States,15100000.0,26080861.0,BBE,118.0
Protocol,PG,Comedy,1984,"December 21, 1984 (United States)",5.5,4600.0,Herbert Ross,Buck Henry,Goldie Hawn,United States,12000000.0,26186631.0,Hawn / Sylbert Movie Company,96.0
American Dreamer,PG,Comedy,1984,"October 26, 1984 (United States)",6.6,1400.0,Rick Rosenthal,Ann Biderman,JoBeth Williams,United States,,5021751.0,CBS Theatrical Films,105.0
The Lonely Guy,R,Comedy,1984,"January 27, 1984 (United States)",6.3,6800.0,Arthur Hiller,Ed. Weinberger,Steve Martin,United States,,5718573.0,Universal Pictures,90.0
Choose Me,R,Comedy,1984,"August 29, 1984 (United States)",6.8,2600.0,Alan Rudolph,Alan Rudolph,GeneviÃ¨ve Bujold,United States,700000.0,2490233.0,Tartan Productions,106.0
Making the Grade,R,Comedy,1984,"May 18, 1984 (United States)",5.7,1300.0,Dorian Walker,Gene Quintano,Judd Nelson,United States,,4561346.0,The Cannon Group,105.0
Full Moon in Paris,R,Comedy,1984,"August 29, 1984 (France)",7.4,4200.0,Ãric Rohmer,Ãric Rohmer,Pascale Ogier,France,,15726.0,Les Films du Losange,101.0
Unfaithfully Yours,PG,Comedy,1984,"February 10, 1984 (United States)",6.0,2600.0,Howard Zieff,Preston Sturges,Dudley Moore,United States,12000000.0,19928200.0,Twentieth Century Fox,96.0
Garbo Talks,PG-13,Comedy,1984,"October 12, 1984 (United States)",6.4,1500.0,Sidney Lumet,Larry Grusin,Anne Bancroft,United States,,1493782.0,United Artists,103.0
Cheech & Chong's the Corsican Brothers,PG,Comedy,1984,"July 27, 1984 (United States)",4.7,3900.0,Tommy Chong,Tommy Chong,Cheech Marin,United States,,3772785.0,Orion Pictures,82.0
Finders Keepers,R,Comedy,1984,"May 18, 1984 (United States)",5.4,856.0,Richard Lester,Charles Dennis,Michael O'Keefe,United States,7000000.0,1467396.0,CBS Theatrical Films,96.0
Just the Way You Are,PG,Comedy,1984,"November 16, 1984 (United States)",5.9,807.0,Ãdouard Molinaro,Allan Burns,Kristy McNichol,United States,,7889694.0,Metro-Goldwyn-Mayer (MGM),94.0
Kaos,R,Comedy,1984,"February 14, 1986 (United States)",7.9,2700.0,Paolo Taviani,Luigi Pirandello,Margarita Lozano,Italy,,,Filmtre,187.0
A Private Function,R,Comedy,1984,"March 1, 1985 (United States)",6.5,2600.0,Malcolm Mowbray,Alan Bennett,Michael Palin,United Kingdom,,2527088.0,HandMade Films,92.0
Scandalous,PG,Comedy,1984,"January 20, 1984 (United States)",4.5,212.0,Rob Cohen,Larry Cohen,Robert Hays,United Kingdom,,526805.0,Angeles Cinema Investors,92.0
"Oh, God! You Devil",PG,Comedy,1984,"November 9, 1984 (United States)",5.4,2400.0,Paul Bogart,Andrew Bergman,George Burns,United States,,21538850.0,Warner Bros.,97.0
Lovelines,R,Comedy,1984,"November 2, 1984 (United States)",5.3,241.0,Rod Amateau,Chip Hand,Greg Bradford,United States,,,Delphi II Productions,93.0
Weekend Pass,R,Comedy,1984,"February 3, 1984 (United States)",3.8,424.0,Lawrence Bassoff,Lawrence Bassoff,Patrick Houser,United States,,21058033.0,Marimark Productions,88.0
Over the Brooklyn Bridge,R,Comedy,1984,"March 2, 1984 (United States)",5.7,1400.0,Menahem Golan,Arnold Somkin,Elliott Gould,United States,,837914.0,City Films,108.0
Lily in Love,PG-13,Comedy,1984,"April 19, 1985 (United States)",5.7,184.0,KÃ¡roly Makk,Frank Cucci,Christopher Plummer,Hungary,,,Hungarofilm,90.0
Almost You,R,Comedy,1984,"March 29, 1985 (United States)",5.1,216.0,Adam Brooks,Adam Brooks,Brooke Adams,United States,1000000.0,95000.0,Almost You,96.0
Blame It on the Night,PG-13,Comedy,1984,"November 2, 1984 (United States)",5.1,172.0,Gene Taft,Gene Taft,Nick Mancuso,United States,,,Delphi II Productions,85.0
Petit Con,R,Comedy,1984,"April 19, 1985 (United States)",6.2,105.0,GÃ©rard Lauzier,GÃ©rard Lauzier,Guy Marchand,France,,127426.0,Gaumont International,90.0
Weird Science,PG-13,Comedy,1985,"August 2, 1985 (United States)",6.6,83000.0,John Hughes,John Hughes,Anthony Michael Hall,United States,7500000.0,38934048.0,Universal Pictures,94.0
Clue,PG,Comedy,1985,"December 13, 1985 (United States)",7.3,88000.0,Jonathan Lynn,John Landis,Eileen Brennan,United States,15000000.0,14643997.0,Paramount Pictures,94.0
The Breakfast Club,R,Comedy,1985,"February 15, 1985 (United States)",7.8,367000.0,John Hughes,John Hughes,Emilio Estevez,United States,1000000.0,51525171.0,Universal Pictures,97.0
Cocoon,PG-13,Comedy,1985,"June 21, 1985 (United States)",6.7,59000.0,Ron Howard,Tom Benedek,Don Ameche,United States,17500000.0,85313124.0,Twentieth Century Fox,117.0
The Return of the Living Dead,R,Comedy,1985,"August 16, 1985 (United States)",7.3,56000.0,Dan O'Bannon,Rudy Ricci,Clu Gulager,United States,4000000.0,14237880.0,Cinema '84,91.0
Teen Wolf,PG,Comedy,1985,"August 23, 1985 (United States)",6.1,48000.0,Rod Daniel,Jeph Loeb,Michael J. Fox,United States,,33086611.0,Atlantic Entertainment Group,91.0
Real Genius,PG,Comedy,1985,"August 7, 1985 (United States)",7.0,31000.0,Martha Coolidge,Neal Israel,Val Kilmer,United States,8000000.0,12952019.0,Delphi III Productions,108.0
Better Off Dead...,PG,Comedy,1985,"October 11, 1985 (United States)",7.1,42000.0,Savage Steve Holland,Savage Steve Holland,John Cusack,United States,,10297601.0,A&M Films,97.0
After Hours,R,Comedy,1985,"October 11, 1985 (United States)",7.7,63000.0,Martin Scorsese,Joseph Minion,Griffin Dunne,United States,4500000.0,10609321.0,The Geffen Company,97.0
Fletch,PG,Comedy,1985,"May 31, 1985 (United States)",6.9,49000.0,Michael Ritchie,Gregory McDonald,Chevy Chase,United States,8000000.0,59612888.0,Universal Pictures,98.0
Summer Rental,PG,Comedy,1985,"August 9, 1985 (United States)",6.3,15000.0,Carl Reiner,Jeremy Stevens,John Candy,United States,,24689703.0,Paramount Pictures,87.0
Just One of the Guys,PG-13,Comedy,1985,"April 26, 1985 (United States)",6.5,15000.0,Lisa Gottlieb,Dennis Feldman,Joyce Hyser,United States,,11528900.0,Columbia Pictures,100.0
House,R,Comedy,1985,"February 28, 1986 (United States)",6.2,24000.0,Steve Miner,Fred Dekker,William Katt,United States,3000000.0,19444631.0,New World Pictures,93.0
Police Academy 2: Their First Assignment,PG-13,Comedy,1985,"March 29, 1985 (United States)",5.8,53000.0,Jerry Paris,Neal Israel,Steve Guttenberg,United States,7600000.0,55600000.0,Warner Bros.,87.0
Re-Animator,Unrated,Comedy,1985,"October 18, 1985 (United States)",7.2,59000.0,Stuart Gordon,H.P. Lovecraft,Jeffrey Combs,United States,900000.0,2023414.0,Empire Pictures,104.0
Brewster's Millions,PG,Comedy,1985,"May 22, 1985 (United States)",6.5,36000.0,Walter Hill,George Barr McCutcheon,Richard Pryor,United States,20000000.0,45833132.0,Universal Pictures,102.0
Desperately Seeking Susan,PG-13,Comedy,1985,"April 12, 1985 (United States)",6.0,22000.0,Susan Seidelman,Leora Barish,Rosanna Arquette,United States,4500000.0,27398584.0,Orion Pictures,104.0
Girls Just Want to Have Fun,PG,Comedy,1985,"April 12, 1985 (United States)",6.0,10000.0,Alan Metter,Amy Spies,Biff Yeager,United States,,6326051.0,New World Pictures,90.0
Once Bitten,PG-13,Comedy,1985,"November 15, 1985 (United States)",5.5,14000.0,Howard Storm,Dimitri Villard,Lauren Hutton,United States,3200000.0,10000000.0,Night Life Inc.,94.0
Private Resort,R,Comedy,1985,"May 3, 1985 (United States)",5.3,7900.0,George Bowers,Gordon Mitchell,Rob Morrow,United States,,331816.0,Delphi III Productions,82.0
The Sure Thing,PG-13,Comedy,1985,"March 1, 1985 (United States)",7.0,20000.0,Rob Reiner,Steve Bloom,John Cusack,United States,4500000.0,18135531.0,Embassy Pictures,95.0
Mischief,R,Comedy,1985,"February 8, 1985 (United States)",6.5,5900.0,Mel Damski,Noel Black,Doug McKeon,United States,,8692426.0,Twentieth Century Fox,97.0
My Beautiful Laundrette,R,Comedy,1985,"April 4, 1986 (United States)",6.9,15000.0,Stephen Frears,Hanif Kureishi,Saeed Jaffrey,United Kingdom,,2455535.0,Working Title Films,97.0
Porky's Revenge,R,Comedy,1985,"March 22, 1985 (United States)",4.8,8100.0,James Komack,Bob Clark,Dan Monahan,United States,9000000.0,20518905.0,Melvin Simon Productions,92.0
Prizzi's Honor,R,Comedy,1985,"June 14, 1985 (United States)",6.7,23000.0,John Huston,Richard Condon,Jack Nicholson,United States,,26657534.0,ABC Motion Pictures,130.0
Tampopo,Not Rated,Comedy,1985,September 1987 (United States),8.0,17000.0,JÃ»zÃ´ Itami,JÃ»zÃ´ Itami,Ken Watanabe,Japan,,444213.0,Itami Productions,114.0
Secret Admirer,R,Comedy,1985,"June 14, 1985 (United States)",6.6,6600.0,David Greenwalt,Jim Kouf,C. Thomas Howell,United States,,8622757.0,Orion Pictures,90.0
Cat's Eye,PG-13,Comedy,1985,"April 12, 1985 (United States)",6.3,23000.0,Lewis Teague,Stephen King,Drew Barrymore,United States,7000000.0,13086298.0,Dino De Laurentiis Company,94.0
Murphy's Romance,PG-13,Comedy,1985,"January 31, 1986 (United States)",7.0,5600.0,Martin Ritt,Max Schott,Sally Field,United States,13000000.0,30867525.0,Columbia Pictures,107.0
Heaven Help Us,R,Comedy,1985,"February 8, 1985 (United States)",6.9,4100.0,Michael Dinner,Charles Purpura,Donald Sutherland,United States,,6070794.0,HBO Pictures,104.0
Trouble in Mind,R,Comedy,1985,March 1986 (United States),6.5,1800.0,Alan Rudolph,Alan Rudolph,Kris Kristofferson,United States,,19632.0,Pfeiffer/Blocker Production,111.0
Fandango,PG,Comedy,1985,"January 25, 1985 (United States)",6.7,7500.0,Kevin Reynolds,Kevin Reynolds,Kevin Costner,United States,7000000.0,91666.0,Warner Bros.,91.0
Transylvania 6-5000,PG,Comedy,1985,"November 8, 1985 (United States)",5.0,6900.0,Rudy De Luca,Rudy De Luca,Jeff Goldblum,Yugoslavia,3000000.0,7196872.0,Balcor Film Investors,93.0
The Heavenly Kid,PG-13,Comedy,1985,"July 26, 1985 (United States)",6.3,4600.0,Cary Medoway,Cary Medoway,Lewis Smith,United States,,3852271.0,Engelberg-Sumner-Cheikes,90.0
The Purple Rose of Cairo,PG,Comedy,1985,"April 19, 1985 (United States)",7.7,48000.0,Woody Allen,Woody Allen,Mia Farrow,United States,15000000.0,10631333.0,Jack Rollins & Charles H. Joffe Productions,82.0
The Man with One Red Shoe,PG,Comedy,1985,"July 19, 1985 (United States)",5.7,15000.0,Stan Dragoti,Francis Veber,Tom Hanks,United States,16000000.0,8645411.0,Twentieth Century Fox,92.0
Seven Minutes in Heaven,PG-13,Comedy,1985,"May 9, 1985 (United States)",6.1,1500.0,Linda Feferman,Jane Bernstein,Jennifer Connelly,United States,,,Fifteen,88.0
Fraternity Vacation,R,Comedy,1985,"April 12, 1985 (United States)",5.3,2200.0,James Frawley,Lindsay Harrison,Stephen Geoffreys,United States,,3333306.0,New World Pictures,94.0
Tomboy,R,Comedy,1985,"November 14, 1985 (West Germany)",4.7,1400.0,Herb Freed,Ben Zelig,Betsy Russell,United States,,14100000.0,Marimark Productions,91.0
Lost in America,R,Comedy,1985,"February 8, 1985 (United States)",7.0,8200.0,Albert Brooks,Albert Brooks,Albert Brooks,United States,,10179000.0,The Geffen Company,91.0
Moving Violations,PG-13,Comedy,1985,"April 19, 1985 (United States)",5.7,3800.0,Neal Israel,Neal Israel,John Murray,United States,,10627754.0,SLM Production Group,90.0
Crimewave,PG-13,Comedy,1985,"April 25, 1986 (United States)",5.7,5300.0,Sam Raimi,Ethan Coen,Louise Lasser,United States,3000000.0,5101.0,Columbia Pictures,83.0
The Slugger's Wife,PG-13,Comedy,1985,"March 29, 1985 (United States)",4.5,1000.0,Hal Ashby,Neil Simon,Michael O'Keefe,United States,,1878561.0,Rastar Films,105.0
Rustlers' Rhapsody,PG,Comedy,1985,"May 10, 1985 (United States)",6.5,2100.0,Hugh Wilson,Hugh Wilson,Tom Berenger,United States,,6090497.0,Paramount Pictures,88.0
